trial c/dMass c/dEcc 
bmass41_becc43 -5.251020 0.614286
bmass41_becc44 -5.251020 0.628571
bmass41_becc45 -5.251020 0.642857
bmass41_becc46 -5.251020 0.657143
bmass41_becc47 -5.251020 0.671429
bmass41_becc48 -5.251020 0.685714
bmass41_becc49 -5.251020 0.700000
bmass42_becc00 -5.357143 0.000000
bmass42_becc01 -5.357143 0.014286
bmass42_becc02 -5.357143 0.028571
bmass42_becc03 -5.357143 0.042857
bmass42_becc04 -5.357143 0.057143
bmass42_becc05 -5.357143 0.071429
bmass42_becc06 -5.357143 0.085714
bmass42_becc07 -5.357143 0.100000
bmass42_becc08 -5.357143 0.114286
bmass42_becc09 -5.357143 0.128571
bmass42_becc10 -5.357143 0.142857
bmass42_becc11 -5.357143 0.157143
bmass42_becc12 -5.357143 0.171429
bmass42_becc13 -5.357143 0.185714
bmass42_becc14 -5.357143 0.200000
bmass42_becc15 -5.357143 0.214286
bmass42_becc16 -5.357143 0.228571
bmass42_becc17 -5.357143 0.242857
bmass42_becc18 -5.357143 0.257143
bmass42_becc19 -5.357143 0.271429
bmass42_becc20 -5.357143 0.285714
bmass42_becc21 -5.357143 0.300000
bmass42_becc22 -5.357143 0.314286
bmass42_becc23 -5.357143 0.328571
bmass42_becc24 -5.357143 0.342857
bmass42_becc25 -5.357143 0.357143
bmass42_becc26 -5.357143 0.371429
bmass42_becc27 -5.357143 0.385714
bmass42_becc28 -5.357143 0.400000
bmass42_becc29 -5.357143 0.414286
bmass42_becc30 -5.357143 0.428571
bmass42_becc31 -5.357143 0.442857
bmass42_becc32 -5.357143 0.457143
bmass42_becc33 -5.357143 0.471429
bmass42_becc34 -5.357143 0.485714
bmass42_becc35 -5.357143 0.500000
bmass42_becc36 -5.357143 0.514286
bmass42_becc37 -5.357143 0.528571
bmass42_becc38 -5.357143 0.542857
bmass42_becc39 -5.357143 0.557143
bmass42_becc40 -5.357143 0.571429
bmass42_becc41 -5.357143 0.585714
bmass42_becc42 -5.357143 0.600000
bmass42_becc43 -5.357143 0.614286
bmass42_becc44 -5.357143 0.628571
bmass42_becc45 -5.357143 0.642857
bmass42_becc46 -5.357143 0.657143
bmass42_becc47 -5.357143 0.671429
bmass42_becc48 -5.357143 0.685714
bmass42_becc49 -5.357143 0.700000
bmass43_becc00 -5.463265 0.000000
bmass43_becc01 -5.463265 0.014286
bmass43_becc02 -5.463265 0.028571
bmass43_becc03 -5.463265 0.042857
bmass43_becc04 -5.463265 0.057143
bmass43_becc05 -5.463265 0.071429
bmass43_becc06 -5.463265 0.085714
bmass43_becc07 -5.463265 0.100000
bmass43_becc08 -5.463265 0.114286
bmass43_becc09 -5.463265 0.128571
bmass43_becc10 -5.463265 0.142857
bmass43_becc11 -5.463265 0.157143
bmass43_becc12 -5.463265 0.171429
bmass43_becc13 -5.463265 0.185714
bmass43_becc14 -5.463265 0.200000
bmass43_becc15 -5.463265 0.214286
bmass43_becc16 -5.463265 0.228571
bmass43_becc17 -5.463265 0.242857
bmass43_becc18 -5.463265 0.257143
bmass43_becc19 -5.463265 0.271429
bmass43_becc20 -5.463265 0.285714
bmass43_becc21 -5.463265 0.300000
bmass43_becc22 -5.463265 0.314286
bmass43_becc23 -5.463265 0.328571
bmass43_becc24 -5.463265 0.342857
bmass43_becc25 -5.463265 0.357143
bmass43_becc26 -5.463265 0.371429
bmass43_becc27 -5.463265 0.385714
bmass43_becc28 -5.463265 0.400000
bmass43_becc29 -5.463265 0.414286
bmass43_becc30 -5.463265 0.428571
bmass43_becc31 -5.463265 0.442857
bmass43_becc32 -5.463265 0.457143
bmass43_becc33 -5.463265 0.471429
bmass43_becc34 -5.463265 0.485714
bmass43_becc35 -5.463265 0.500000
bmass43_becc36 -5.463265 0.514286
bmass43_becc37 -5.463265 0.528571
bmass43_becc38 -5.463265 0.542857
bmass43_becc39 -5.463265 0.557143
bmass43_becc40 -5.463265 0.571429
bmass43_becc41 -5.463265 0.585714
bmass43_becc42 -5.463265 0.600000
bmass43_becc43 -5.463265 0.614286
bmass43_becc44 -5.463265 0.628571
bmass43_becc45 -5.463265 0.642857
bmass43_becc46 -5.463265 0.657143
bmass43_becc47 -5.463265 0.671429
bmass43_becc48 -5.463265 0.685714
bmass43_becc49 -5.463265 0.700000
bmass44_becc00 -5.569388 0.000000
bmass44_becc01 -5.569388 0.014286
bmass44_becc02 -5.569388 0.028571
bmass44_becc03 -5.569388 0.042857
bmass44_becc04 -5.569388 0.057143
bmass44_becc05 -5.569388 0.071429
bmass44_becc06 -5.569388 0.085714
bmass44_becc07 -5.569388 0.100000
bmass44_becc08 -5.569388 0.114286
bmass44_becc09 -5.569388 0.128571
bmass44_becc10 -5.569388 0.142857
bmass44_becc11 -5.569388 0.157143
bmass44_becc12 -5.569388 0.171429
bmass44_becc13 -5.569388 0.185714
bmass44_becc14 -5.569388 0.200000
bmass44_becc15 -5.569388 0.214286
bmass44_becc16 -5.569388 0.228571
bmass44_becc17 -5.569388 0.242857
bmass44_becc18 -5.569388 0.257143
bmass44_becc19 -5.569388 0.271429
bmass44_becc20 -5.569388 0.285714
bmass44_becc21 -5.569388 0.300000
bmass44_becc22 -5.569388 0.314286
bmass44_becc23 -5.569388 0.328571
bmass44_becc24 -5.569388 0.342857
bmass44_becc25 -5.569388 0.357143
bmass44_becc26 -5.569388 0.371429
bmass44_becc27 -5.569388 0.385714
bmass44_becc28 -5.569388 0.400000
bmass44_becc29 -5.569388 0.414286
bmass44_becc30 -5.569388 0.428571
bmass44_becc31 -5.569388 0.442857
bmass44_becc32 -5.569388 0.457143
bmass44_becc33 -5.569388 0.471429
bmass44_becc34 -5.569388 0.485714
bmass44_becc35 -5.569388 0.500000
bmass44_becc36 -5.569388 0.514286
bmass44_becc37 -5.569388 0.528571
bmass44_becc38 -5.569388 0.542857
bmass44_becc39 -5.569388 0.557143
bmass44_becc40 -5.569388 0.571429
bmass44_becc41 -5.569388 0.585714
bmass44_becc42 -5.569388 0.600000
bmass44_becc43 -5.569388 0.614286
bmass44_becc44 -5.569388 0.628571
bmass44_becc45 -5.569388 0.642857
bmass44_becc46 -5.569388 0.657143
bmass44_becc47 -5.569388 0.671429
bmass44_becc48 -5.569388 0.685714
bmass44_becc49 -5.569388 0.700000
bmass45_becc00 -5.675510 0.000000
bmass45_becc01 -5.675510 0.014286
bmass45_becc02 -5.675510 0.028571
bmass45_becc03 -5.675510 0.042857
bmass45_becc04 -5.675510 0.057143
bmass45_becc05 -5.675510 0.071429
bmass45_becc06 -5.675510 0.085714
bmass45_becc07 -5.675510 0.100000
bmass45_becc08 -5.675510 0.114286
bmass45_becc09 -5.675510 0.128571
bmass45_becc10 -5.675510 0.142857
bmass45_becc11 -5.675510 0.157143
bmass45_becc12 -5.675510 0.171429
bmass45_becc13 -5.675510 0.185714
bmass45_becc14 -5.675510 0.200000
bmass45_becc15 -5.675510 0.214286
bmass45_becc16 -5.675510 0.228571
bmass45_becc17 -5.675510 0.242857
bmass45_becc18 -5.675510 0.257143
bmass45_becc19 -5.675510 0.271429
bmass45_becc20 -5.675510 0.285714
bmass45_becc21 -5.675510 0.300000
bmass45_becc22 -5.675510 0.314286
bmass45_becc23 -5.675510 0.328571
bmass45_becc24 -5.675510 0.342857
bmass45_becc25 -5.675510 0.357143
bmass45_becc26 -5.675510 0.371429
bmass45_becc27 -5.675510 0.385714
bmass45_becc28 -5.675510 0.400000
bmass45_becc29 -5.675510 0.414286
bmass45_becc30 -5.675510 0.428571
bmass45_becc31 -5.675510 0.442857
bmass45_becc32 -5.675510 0.457143
bmass45_becc33 -5.675510 0.471429
bmass45_becc34 -5.675510 0.485714
bmass45_becc35 -5.675510 0.500000
bmass45_becc36 -5.675510 0.514286
bmass45_becc37 -5.675510 0.528571
bmass45_becc38 -5.675510 0.542857
bmass45_becc39 -5.675510 0.557143
bmass45_becc40 -5.675510 0.571429
bmass45_becc41 -5.675510 0.585714
bmass45_becc42 -5.675510 0.600000
bmass45_becc43 -5.675510 0.614286
bmass45_becc44 -5.675510 0.628571
bmass45_becc45 -5.675510 0.642857
bmass45_becc46 -5.675510 0.657143
bmass45_becc47 -5.675510 0.671429
bmass45_becc48 -5.675510 0.685714
bmass45_becc49 -5.675510 0.700000
bmass46_becc00 -5.781633 0.000000
bmass46_becc01 -5.781633 0.014286
bmass46_becc02 -5.781633 0.028571
bmass46_becc03 -5.781633 0.042857
bmass46_becc04 -5.781633 0.057143
bmass46_becc05 -5.781633 0.071429
bmass46_becc06 -5.781633 0.085714
bmass46_becc07 -5.781633 0.100000
bmass46_becc08 -5.781633 0.114286
bmass46_becc09 -5.781633 0.128571
bmass46_becc10 -5.781633 0.142857
bmass46_becc11 -5.781633 0.157143
bmass46_becc12 -5.781633 0.171429
bmass46_becc13 -5.781633 0.185714
bmass46_becc14 -5.781633 0.200000
bmass46_becc15 -5.781633 0.214286
bmass46_becc16 -5.781633 0.228571
bmass46_becc17 -5.781633 0.242857
bmass46_becc18 -5.781633 0.257143
bmass46_becc19 -5.781633 0.271429
bmass46_becc20 -5.781633 0.285714
bmass46_becc21 -5.781633 0.300000
bmass46_becc22 -5.781633 0.314286
bmass46_becc23 -5.781633 0.328571
bmass46_becc24 -5.781633 0.342857
bmass46_becc25 -5.781633 0.357143
bmass46_becc26 -5.781633 0.371429
bmass46_becc27 -5.781633 0.385714
bmass46_becc28 -5.781633 0.400000
bmass46_becc29 -5.781633 0.414286
bmass46_becc30 -5.781633 0.428571
bmass46_becc31 -5.781633 0.442857
bmass46_becc32 -5.781633 0.457143
bmass46_becc33 -5.781633 0.471429
bmass46_becc34 -5.781633 0.485714
bmass46_becc35 -5.781633 0.500000
bmass46_becc36 -5.781633 0.514286
bmass46_becc37 -5.781633 0.528571
bmass46_becc38 -5.781633 0.542857
bmass46_becc39 -5.781633 0.557143
bmass46_becc40 -5.781633 0.571429
bmass46_becc41 -5.781633 0.585714
bmass46_becc42 -5.781633 0.600000
bmass46_becc43 -5.781633 0.614286
bmass46_becc44 -5.781633 0.628571
bmass46_becc45 -5.781633 0.642857
bmass46_becc46 -5.781633 0.657143
bmass46_becc47 -5.781633 0.671429
bmass46_becc48 -5.781633 0.685714
bmass46_becc49 -5.781633 0.700000
bmass47_becc00 -5.887755 0.000000
bmass47_becc01 -5.887755 0.014286
bmass47_becc02 -5.887755 0.028571
bmass47_becc03 -5.887755 0.042857
bmass47_becc04 -5.887755 0.057143
bmass47_becc05 -5.887755 0.071429
bmass47_becc06 -5.887755 0.085714
bmass47_becc07 -5.887755 0.100000
bmass47_becc08 -5.887755 0.114286
bmass47_becc09 -5.887755 0.128571
bmass47_becc10 -5.887755 0.142857
bmass47_becc11 -5.887755 0.157143
bmass47_becc12 -5.887755 0.171429
bmass47_becc13 -5.887755 0.185714
bmass47_becc14 -5.887755 0.200000
bmass47_becc15 -5.887755 0.214286
bmass47_becc16 -5.887755 0.228571
bmass47_becc17 -5.887755 0.242857
bmass47_becc18 -5.887755 0.257143
bmass47_becc19 -5.887755 0.271429
bmass47_becc20 -5.887755 0.285714
bmass47_becc21 -5.887755 0.300000
bmass47_becc22 -5.887755 0.314286
bmass47_becc23 -5.887755 0.328571
bmass47_becc24 -5.887755 0.342857
bmass47_becc25 -5.887755 0.357143
bmass47_becc26 -5.887755 0.371429
bmass47_becc27 -5.887755 0.385714
bmass47_becc28 -5.887755 0.400000
bmass47_becc29 -5.887755 0.414286
bmass47_becc30 -5.887755 0.428571
bmass47_becc31 -5.887755 0.442857
bmass47_becc32 -5.887755 0.457143
bmass47_becc33 -5.887755 0.471429
bmass47_becc34 -5.887755 0.485714
bmass47_becc35 -5.887755 0.500000
bmass47_becc36 -5.887755 0.514286
bmass47_becc37 -5.887755 0.528571
bmass47_becc38 -5.887755 0.542857
bmass47_becc39 -5.887755 0.557143
bmass47_becc40 -5.887755 0.571429
bmass47_becc41 -5.887755 0.585714
bmass47_becc42 -5.887755 0.600000
bmass47_becc43 -5.887755 0.614286
bmass47_becc44 -5.887755 0.628571
bmass47_becc45 -5.887755 0.642857
bmass47_becc46 -5.887755 0.657143
bmass47_becc47 -5.887755 0.671429
bmass47_becc48 -5.887755 0.685714
bmass47_becc49 -5.887755 0.700000
bmass48_becc00 -5.993878 0.000000
bmass48_becc01 -5.993878 0.014286
bmass48_becc02 -5.993878 0.028571
bmass48_becc03 -5.993878 0.042857
bmass48_becc04 -5.993878 0.057143
bmass48_becc05 -5.993878 0.071429
bmass48_becc06 -5.993878 0.085714
bmass48_becc07 -5.993878 0.100000
bmass48_becc08 -5.993878 0.114286
bmass48_becc09 -5.993878 0.128571
bmass48_becc10 -5.993878 0.142857
bmass48_becc11 -5.993878 0.157143
bmass48_becc12 -5.993878 0.171429
bmass48_becc13 -5.993878 0.185714
bmass48_becc14 -5.993878 0.200000
bmass48_becc15 -5.993878 0.214286
bmass48_becc16 -5.993878 0.228571
bmass48_becc17 -5.993878 0.242857
bmass48_becc18 -5.993878 0.257143
bmass48_becc19 -5.993878 0.271429
bmass48_becc20 -5.993878 0.285714
bmass48_becc21 -5.993878 0.300000
bmass48_becc22 -5.993878 0.314286
bmass48_becc23 -5.993878 0.328571
bmass48_becc24 -5.993878 0.342857
bmass48_becc25 -5.993878 0.357143
bmass48_becc26 -5.993878 0.371429
bmass48_becc27 -5.993878 0.385714
bmass48_becc28 -5.993878 0.400000
bmass48_becc29 -5.993878 0.414286
bmass48_becc30 -5.993878 0.428571
bmass48_becc31 -5.993878 0.442857
bmass48_becc32 -5.993878 0.457143
bmass48_becc33 -5.993878 0.471429
bmass48_becc34 -5.993878 0.485714
bmass48_becc35 -5.993878 0.500000
bmass48_becc36 -5.993878 0.514286
bmass48_becc37 -5.993878 0.528571
bmass48_becc38 -5.993878 0.542857
bmass48_becc39 -5.993878 0.557143
bmass48_becc40 -5.993878 0.571429
bmass48_becc41 -5.993878 0.585714
bmass48_becc42 -5.993878 0.600000
bmass48_becc43 -5.993878 0.614286
bmass48_becc44 -5.993878 0.628571
bmass48_becc45 -5.993878 0.642857
bmass48_becc46 -5.993878 0.657143
bmass48_becc47 -5.993878 0.671429
bmass48_becc48 -5.993878 0.685714
bmass48_becc49 -5.993878 0.700000
bmass49_becc00 -6.100000 0.000000
bmass49_becc01 -6.100000 0.014286
bmass49_becc02 -6.100000 0.028571
bmass49_becc03 -6.100000 0.042857
bmass49_becc04 -6.100000 0.057143
bmass49_becc05 -6.100000 0.071429
bmass49_becc06 -6.100000 0.085714
bmass49_becc07 -6.100000 0.100000
bmass49_becc08 -6.100000 0.114286
bmass49_becc09 -6.100000 0.128571
bmass49_becc10 -6.100000 0.142857
bmass49_becc11 -6.100000 0.157143
bmass49_becc12 -6.100000 0.171429
bmass49_becc13 -6.100000 0.185714
bmass49_becc14 -6.100000 0.200000
bmass49_becc15 -6.100000 0.214286
bmass49_becc16 -6.100000 0.228571
bmass49_becc17 -6.100000 0.242857
bmass49_becc18 -6.100000 0.257143
bmass49_becc19 -6.100000 0.271429
bmass49_becc20 -6.100000 0.285714
bmass49_becc21 -6.100000 0.300000
bmass49_becc22 -6.100000 0.314286
bmass49_becc23 -6.100000 0.328571
bmass49_becc24 -6.100000 0.342857
bmass49_becc25 -6.100000 0.357143
bmass49_becc26 -6.100000 0.371429
bmass49_becc27 -6.100000 0.385714
bmass49_becc28 -6.100000 0.400000
bmass49_becc29 -6.100000 0.414286
bmass49_becc30 -6.100000 0.428571
bmass49_becc31 -6.100000 0.442857
bmass49_becc32 -6.100000 0.457143
bmass49_becc33 -6.100000 0.471429
bmass49_becc34 -6.100000 0.485714
bmass49_becc35 -6.100000 0.500000
bmass49_becc36 -6.100000 0.514286
bmass49_becc37 -6.100000 0.528571
bmass49_becc38 -6.100000 0.542857
bmass49_becc39 -6.100000 0.557143
bmass49_becc40 -6.100000 0.571429
bmass49_becc41 -6.100000 0.585714
bmass49_becc42 -6.100000 0.600000
bmass49_becc43 -6.100000 0.614286
bmass49_becc44 -6.100000 0.628571
bmass49_becc45 -6.100000 0.642857
bmass49_becc46 -6.100000 0.657143
bmass49_becc47 -6.100000 0.671429
bmass49_becc48 -6.100000 0.685714
bmass49_becc49 -6.100000 0.700000
