trial c/dMass c/dEcc 
bmass13_becc45 -2.279592 0.642857
bmass13_becc46 -2.279592 0.657143
bmass13_becc47 -2.279592 0.671429
bmass13_becc48 -2.279592 0.685714
bmass13_becc49 -2.279592 0.700000
bmass14_becc00 -2.385714 0.000000
bmass14_becc01 -2.385714 0.014286
bmass14_becc02 -2.385714 0.028571
bmass14_becc03 -2.385714 0.042857
bmass14_becc04 -2.385714 0.057143
bmass14_becc05 -2.385714 0.071429
bmass14_becc06 -2.385714 0.085714
bmass14_becc07 -2.385714 0.100000
bmass14_becc08 -2.385714 0.114286
bmass14_becc09 -2.385714 0.128571
bmass14_becc10 -2.385714 0.142857
bmass14_becc11 -2.385714 0.157143
bmass14_becc12 -2.385714 0.171429
bmass14_becc13 -2.385714 0.185714
bmass14_becc14 -2.385714 0.200000
bmass14_becc15 -2.385714 0.214286
bmass14_becc16 -2.385714 0.228571
bmass14_becc17 -2.385714 0.242857
bmass14_becc18 -2.385714 0.257143
bmass14_becc19 -2.385714 0.271429
bmass14_becc20 -2.385714 0.285714
bmass14_becc21 -2.385714 0.300000
bmass14_becc22 -2.385714 0.314286
bmass14_becc23 -2.385714 0.328571
bmass14_becc24 -2.385714 0.342857
bmass14_becc25 -2.385714 0.357143
bmass14_becc26 -2.385714 0.371429
bmass14_becc27 -2.385714 0.385714
bmass14_becc28 -2.385714 0.400000
bmass14_becc29 -2.385714 0.414286
bmass14_becc30 -2.385714 0.428571
bmass14_becc31 -2.385714 0.442857
bmass14_becc32 -2.385714 0.457143
bmass14_becc33 -2.385714 0.471429
bmass14_becc34 -2.385714 0.485714
bmass14_becc35 -2.385714 0.500000
bmass14_becc36 -2.385714 0.514286
bmass14_becc37 -2.385714 0.528571
bmass14_becc38 -2.385714 0.542857
bmass14_becc39 -2.385714 0.557143
bmass14_becc40 -2.385714 0.571429
bmass14_becc41 -2.385714 0.585714
bmass14_becc42 -2.385714 0.600000
bmass14_becc43 -2.385714 0.614286
bmass14_becc44 -2.385714 0.628571
bmass14_becc45 -2.385714 0.642857
bmass14_becc46 -2.385714 0.657143
bmass14_becc47 -2.385714 0.671429
bmass14_becc48 -2.385714 0.685714
bmass14_becc49 -2.385714 0.700000
bmass15_becc00 -2.491837 0.000000
bmass15_becc01 -2.491837 0.014286
bmass15_becc02 -2.491837 0.028571
bmass15_becc03 -2.491837 0.042857
bmass15_becc04 -2.491837 0.057143
bmass15_becc05 -2.491837 0.071429
bmass15_becc06 -2.491837 0.085714
bmass15_becc07 -2.491837 0.100000
bmass15_becc08 -2.491837 0.114286
bmass15_becc09 -2.491837 0.128571
bmass15_becc10 -2.491837 0.142857
bmass15_becc11 -2.491837 0.157143
bmass15_becc12 -2.491837 0.171429
bmass15_becc13 -2.491837 0.185714
bmass15_becc14 -2.491837 0.200000
bmass15_becc15 -2.491837 0.214286
bmass15_becc16 -2.491837 0.228571
bmass15_becc17 -2.491837 0.242857
bmass15_becc18 -2.491837 0.257143
bmass15_becc19 -2.491837 0.271429
bmass15_becc20 -2.491837 0.285714
bmass15_becc21 -2.491837 0.300000
bmass15_becc22 -2.491837 0.314286
bmass15_becc23 -2.491837 0.328571
bmass15_becc24 -2.491837 0.342857
bmass15_becc25 -2.491837 0.357143
bmass15_becc26 -2.491837 0.371429
bmass15_becc27 -2.491837 0.385714
bmass15_becc28 -2.491837 0.400000
bmass15_becc29 -2.491837 0.414286
bmass15_becc30 -2.491837 0.428571
bmass15_becc31 -2.491837 0.442857
bmass15_becc32 -2.491837 0.457143
bmass15_becc33 -2.491837 0.471429
bmass15_becc34 -2.491837 0.485714
bmass15_becc35 -2.491837 0.500000
bmass15_becc36 -2.491837 0.514286
bmass15_becc37 -2.491837 0.528571
bmass15_becc38 -2.491837 0.542857
bmass15_becc39 -2.491837 0.557143
bmass15_becc40 -2.491837 0.571429
bmass15_becc41 -2.491837 0.585714
bmass15_becc42 -2.491837 0.600000
bmass15_becc43 -2.491837 0.614286
bmass15_becc44 -2.491837 0.628571
bmass15_becc45 -2.491837 0.642857
bmass15_becc46 -2.491837 0.657143
bmass15_becc47 -2.491837 0.671429
bmass15_becc48 -2.491837 0.685714
bmass15_becc49 -2.491837 0.700000
bmass16_becc00 -2.597959 0.000000
bmass16_becc01 -2.597959 0.014286
bmass16_becc02 -2.597959 0.028571
bmass16_becc03 -2.597959 0.042857
bmass16_becc04 -2.597959 0.057143
bmass16_becc05 -2.597959 0.071429
bmass16_becc06 -2.597959 0.085714
bmass16_becc07 -2.597959 0.100000
bmass16_becc08 -2.597959 0.114286
bmass16_becc09 -2.597959 0.128571
bmass16_becc10 -2.597959 0.142857
bmass16_becc11 -2.597959 0.157143
bmass16_becc12 -2.597959 0.171429
bmass16_becc13 -2.597959 0.185714
bmass16_becc14 -2.597959 0.200000
bmass16_becc15 -2.597959 0.214286
bmass16_becc16 -2.597959 0.228571
bmass16_becc17 -2.597959 0.242857
bmass16_becc18 -2.597959 0.257143
bmass16_becc19 -2.597959 0.271429
bmass16_becc20 -2.597959 0.285714
bmass16_becc21 -2.597959 0.300000
bmass16_becc22 -2.597959 0.314286
bmass16_becc23 -2.597959 0.328571
bmass16_becc24 -2.597959 0.342857
bmass16_becc25 -2.597959 0.357143
bmass16_becc26 -2.597959 0.371429
bmass16_becc27 -2.597959 0.385714
bmass16_becc28 -2.597959 0.400000
bmass16_becc29 -2.597959 0.414286
bmass16_becc30 -2.597959 0.428571
bmass16_becc31 -2.597959 0.442857
bmass16_becc32 -2.597959 0.457143
bmass16_becc33 -2.597959 0.471429
bmass16_becc34 -2.597959 0.485714
bmass16_becc35 -2.597959 0.500000
bmass16_becc36 -2.597959 0.514286
bmass16_becc37 -2.597959 0.528571
bmass16_becc38 -2.597959 0.542857
bmass16_becc39 -2.597959 0.557143
bmass16_becc40 -2.597959 0.571429
bmass16_becc41 -2.597959 0.585714
bmass16_becc42 -2.597959 0.600000
bmass16_becc43 -2.597959 0.614286
bmass16_becc44 -2.597959 0.628571
bmass16_becc45 -2.597959 0.642857
bmass16_becc46 -2.597959 0.657143
bmass16_becc47 -2.597959 0.671429
bmass16_becc48 -2.597959 0.685714
bmass16_becc49 -2.597959 0.700000
bmass17_becc00 -2.704082 0.000000
bmass17_becc01 -2.704082 0.014286
bmass17_becc02 -2.704082 0.028571
bmass17_becc03 -2.704082 0.042857
bmass17_becc04 -2.704082 0.057143
bmass17_becc05 -2.704082 0.071429
bmass17_becc06 -2.704082 0.085714
bmass17_becc07 -2.704082 0.100000
bmass17_becc08 -2.704082 0.114286
bmass17_becc09 -2.704082 0.128571
bmass17_becc10 -2.704082 0.142857
bmass17_becc11 -2.704082 0.157143
bmass17_becc12 -2.704082 0.171429
bmass17_becc13 -2.704082 0.185714
bmass17_becc14 -2.704082 0.200000
bmass17_becc15 -2.704082 0.214286
bmass17_becc16 -2.704082 0.228571
bmass17_becc17 -2.704082 0.242857
bmass17_becc18 -2.704082 0.257143
bmass17_becc19 -2.704082 0.271429
bmass17_becc20 -2.704082 0.285714
bmass17_becc21 -2.704082 0.300000
bmass17_becc22 -2.704082 0.314286
bmass17_becc23 -2.704082 0.328571
bmass17_becc24 -2.704082 0.342857
bmass17_becc25 -2.704082 0.357143
bmass17_becc26 -2.704082 0.371429
bmass17_becc27 -2.704082 0.385714
bmass17_becc28 -2.704082 0.400000
bmass17_becc29 -2.704082 0.414286
bmass17_becc30 -2.704082 0.428571
bmass17_becc31 -2.704082 0.442857
bmass17_becc32 -2.704082 0.457143
bmass17_becc33 -2.704082 0.471429
bmass17_becc34 -2.704082 0.485714
bmass17_becc35 -2.704082 0.500000
bmass17_becc36 -2.704082 0.514286
bmass17_becc37 -2.704082 0.528571
bmass17_becc38 -2.704082 0.542857
bmass17_becc39 -2.704082 0.557143
bmass17_becc40 -2.704082 0.571429
bmass17_becc41 -2.704082 0.585714
bmass17_becc42 -2.704082 0.600000
bmass17_becc43 -2.704082 0.614286
bmass17_becc44 -2.704082 0.628571
bmass17_becc45 -2.704082 0.642857
bmass17_becc46 -2.704082 0.657143
bmass17_becc47 -2.704082 0.671429
bmass17_becc48 -2.704082 0.685714
bmass17_becc49 -2.704082 0.700000
bmass18_becc00 -2.810204 0.000000
bmass18_becc01 -2.810204 0.014286
bmass18_becc02 -2.810204 0.028571
bmass18_becc03 -2.810204 0.042857
bmass18_becc04 -2.810204 0.057143
bmass18_becc05 -2.810204 0.071429
bmass18_becc06 -2.810204 0.085714
bmass18_becc07 -2.810204 0.100000
bmass18_becc08 -2.810204 0.114286
bmass18_becc09 -2.810204 0.128571
bmass18_becc10 -2.810204 0.142857
bmass18_becc11 -2.810204 0.157143
bmass18_becc12 -2.810204 0.171429
bmass18_becc13 -2.810204 0.185714
bmass18_becc14 -2.810204 0.200000
bmass18_becc15 -2.810204 0.214286
bmass18_becc16 -2.810204 0.228571
bmass18_becc17 -2.810204 0.242857
bmass18_becc18 -2.810204 0.257143
bmass18_becc19 -2.810204 0.271429
bmass18_becc20 -2.810204 0.285714
bmass18_becc21 -2.810204 0.300000
bmass18_becc22 -2.810204 0.314286
bmass18_becc23 -2.810204 0.328571
bmass18_becc24 -2.810204 0.342857
bmass18_becc25 -2.810204 0.357143
bmass18_becc26 -2.810204 0.371429
bmass18_becc27 -2.810204 0.385714
bmass18_becc28 -2.810204 0.400000
bmass18_becc29 -2.810204 0.414286
bmass18_becc30 -2.810204 0.428571
bmass18_becc31 -2.810204 0.442857
bmass18_becc32 -2.810204 0.457143
bmass18_becc33 -2.810204 0.471429
bmass18_becc34 -2.810204 0.485714
bmass18_becc35 -2.810204 0.500000
bmass18_becc36 -2.810204 0.514286
bmass18_becc37 -2.810204 0.528571
bmass18_becc38 -2.810204 0.542857
bmass18_becc39 -2.810204 0.557143
bmass18_becc40 -2.810204 0.571429
bmass18_becc41 -2.810204 0.585714
bmass18_becc42 -2.810204 0.600000
bmass18_becc43 -2.810204 0.614286
bmass18_becc44 -2.810204 0.628571
bmass18_becc45 -2.810204 0.642857
bmass18_becc46 -2.810204 0.657143
bmass18_becc47 -2.810204 0.671429
bmass18_becc48 -2.810204 0.685714
bmass18_becc49 -2.810204 0.700000
bmass19_becc00 -2.916327 0.000000
bmass19_becc01 -2.916327 0.014286
bmass19_becc02 -2.916327 0.028571
bmass19_becc03 -2.916327 0.042857
bmass19_becc04 -2.916327 0.057143
bmass19_becc05 -2.916327 0.071429
bmass19_becc06 -2.916327 0.085714
bmass19_becc07 -2.916327 0.100000
bmass19_becc08 -2.916327 0.114286
bmass19_becc09 -2.916327 0.128571
bmass19_becc10 -2.916327 0.142857
bmass19_becc11 -2.916327 0.157143
bmass19_becc12 -2.916327 0.171429
bmass19_becc13 -2.916327 0.185714
bmass19_becc14 -2.916327 0.200000
bmass19_becc15 -2.916327 0.214286
bmass19_becc16 -2.916327 0.228571
bmass19_becc17 -2.916327 0.242857
bmass19_becc18 -2.916327 0.257143
bmass19_becc19 -2.916327 0.271429
bmass19_becc20 -2.916327 0.285714
bmass19_becc21 -2.916327 0.300000
bmass19_becc22 -2.916327 0.314286
bmass19_becc23 -2.916327 0.328571
bmass19_becc24 -2.916327 0.342857
bmass19_becc25 -2.916327 0.357143
bmass19_becc26 -2.916327 0.371429
bmass19_becc27 -2.916327 0.385714
bmass19_becc28 -2.916327 0.400000
bmass19_becc29 -2.916327 0.414286
bmass19_becc30 -2.916327 0.428571
bmass19_becc31 -2.916327 0.442857
bmass19_becc32 -2.916327 0.457143
bmass19_becc33 -2.916327 0.471429
bmass19_becc34 -2.916327 0.485714
bmass19_becc35 -2.916327 0.500000
bmass19_becc36 -2.916327 0.514286
bmass19_becc37 -2.916327 0.528571
bmass19_becc38 -2.916327 0.542857
bmass19_becc39 -2.916327 0.557143
bmass19_becc40 -2.916327 0.571429
bmass19_becc41 -2.916327 0.585714
bmass19_becc42 -2.916327 0.600000
bmass19_becc43 -2.916327 0.614286
bmass19_becc44 -2.916327 0.628571
bmass19_becc45 -2.916327 0.642857
bmass19_becc46 -2.916327 0.657143
bmass19_becc47 -2.916327 0.671429
bmass19_becc48 -2.916327 0.685714
bmass19_becc49 -2.916327 0.700000
bmass20_becc00 -3.022449 0.000000
bmass20_becc01 -3.022449 0.014286
bmass20_becc02 -3.022449 0.028571
bmass20_becc03 -3.022449 0.042857
bmass20_becc04 -3.022449 0.057143
bmass20_becc05 -3.022449 0.071429
bmass20_becc06 -3.022449 0.085714
bmass20_becc07 -3.022449 0.100000
bmass20_becc08 -3.022449 0.114286
bmass20_becc09 -3.022449 0.128571
bmass20_becc10 -3.022449 0.142857
bmass20_becc11 -3.022449 0.157143
bmass20_becc12 -3.022449 0.171429
bmass20_becc13 -3.022449 0.185714
bmass20_becc14 -3.022449 0.200000
bmass20_becc15 -3.022449 0.214286
bmass20_becc16 -3.022449 0.228571
bmass20_becc17 -3.022449 0.242857
bmass20_becc18 -3.022449 0.257143
bmass20_becc19 -3.022449 0.271429
bmass20_becc20 -3.022449 0.285714
bmass20_becc21 -3.022449 0.300000
bmass20_becc22 -3.022449 0.314286
bmass20_becc23 -3.022449 0.328571
bmass20_becc24 -3.022449 0.342857
bmass20_becc25 -3.022449 0.357143
bmass20_becc26 -3.022449 0.371429
bmass20_becc27 -3.022449 0.385714
bmass20_becc28 -3.022449 0.400000
bmass20_becc29 -3.022449 0.414286
bmass20_becc30 -3.022449 0.428571
bmass20_becc31 -3.022449 0.442857
bmass20_becc32 -3.022449 0.457143
bmass20_becc33 -3.022449 0.471429
bmass20_becc34 -3.022449 0.485714
bmass20_becc35 -3.022449 0.500000
bmass20_becc36 -3.022449 0.514286
bmass20_becc37 -3.022449 0.528571
bmass20_becc38 -3.022449 0.542857
bmass20_becc39 -3.022449 0.557143
bmass20_becc40 -3.022449 0.571429
bmass20_becc41 -3.022449 0.585714
bmass20_becc42 -3.022449 0.600000
bmass20_becc43 -3.022449 0.614286
bmass20_becc44 -3.022449 0.628571
bmass20_becc45 -3.022449 0.642857
bmass20_becc46 -3.022449 0.657143
bmass20_becc47 -3.022449 0.671429
bmass20_becc48 -3.022449 0.685714
bmass20_becc49 -3.022449 0.700000
bmass21_becc00 -3.128571 0.000000
bmass21_becc01 -3.128571 0.014286
bmass21_becc02 -3.128571 0.028571
bmass21_becc03 -3.128571 0.042857
bmass21_becc04 -3.128571 0.057143
bmass21_becc05 -3.128571 0.071429
bmass21_becc06 -3.128571 0.085714
bmass21_becc07 -3.128571 0.100000
bmass21_becc08 -3.128571 0.114286
bmass21_becc09 -3.128571 0.128571
bmass21_becc10 -3.128571 0.142857
bmass21_becc11 -3.128571 0.157143
bmass21_becc12 -3.128571 0.171429
bmass21_becc13 -3.128571 0.185714
bmass21_becc14 -3.128571 0.200000
bmass21_becc15 -3.128571 0.214286
bmass21_becc16 -3.128571 0.228571
bmass21_becc17 -3.128571 0.242857
bmass21_becc18 -3.128571 0.257143
bmass21_becc19 -3.128571 0.271429
bmass21_becc20 -3.128571 0.285714
bmass21_becc21 -3.128571 0.300000
bmass21_becc22 -3.128571 0.314286
bmass21_becc23 -3.128571 0.328571
bmass21_becc24 -3.128571 0.342857
bmass21_becc25 -3.128571 0.357143
bmass21_becc26 -3.128571 0.371429
bmass21_becc27 -3.128571 0.385714
bmass21_becc28 -3.128571 0.400000
bmass21_becc29 -3.128571 0.414286
bmass21_becc30 -3.128571 0.428571
bmass21_becc31 -3.128571 0.442857
bmass21_becc32 -3.128571 0.457143
bmass21_becc33 -3.128571 0.471429
bmass21_becc34 -3.128571 0.485714
bmass21_becc35 -3.128571 0.500000
bmass21_becc36 -3.128571 0.514286
bmass21_becc37 -3.128571 0.528571
bmass21_becc38 -3.128571 0.542857
bmass21_becc39 -3.128571 0.557143
bmass21_becc40 -3.128571 0.571429
bmass21_becc41 -3.128571 0.585714
bmass21_becc42 -3.128571 0.600000
bmass21_becc43 -3.128571 0.614286
bmass21_becc44 -3.128571 0.628571
bmass21_becc45 -3.128571 0.642857
bmass21_becc46 -3.128571 0.657143
bmass21_becc47 -3.128571 0.671429
bmass21_becc48 -3.128571 0.685714
bmass21_becc49 -3.128571 0.700000
bmass22_becc00 -3.234694 0.000000
bmass22_becc01 -3.234694 0.014286
bmass22_becc02 -3.234694 0.028571
bmass22_becc03 -3.234694 0.042857
bmass22_becc04 -3.234694 0.057143
bmass22_becc05 -3.234694 0.071429
bmass22_becc06 -3.234694 0.085714
bmass22_becc07 -3.234694 0.100000
bmass22_becc08 -3.234694 0.114286
bmass22_becc09 -3.234694 0.128571
bmass22_becc10 -3.234694 0.142857
bmass22_becc11 -3.234694 0.157143
bmass22_becc12 -3.234694 0.171429
bmass22_becc13 -3.234694 0.185714
bmass22_becc14 -3.234694 0.200000
bmass22_becc15 -3.234694 0.214286
bmass22_becc16 -3.234694 0.228571
bmass22_becc17 -3.234694 0.242857
bmass22_becc18 -3.234694 0.257143
bmass22_becc19 -3.234694 0.271429
bmass22_becc20 -3.234694 0.285714
bmass22_becc21 -3.234694 0.300000
bmass22_becc22 -3.234694 0.314286
bmass22_becc23 -3.234694 0.328571
bmass22_becc24 -3.234694 0.342857
bmass22_becc25 -3.234694 0.357143
bmass22_becc26 -3.234694 0.371429
bmass22_becc27 -3.234694 0.385714
bmass22_becc28 -3.234694 0.400000
bmass22_becc29 -3.234694 0.414286
bmass22_becc30 -3.234694 0.428571
bmass22_becc31 -3.234694 0.442857
bmass22_becc32 -3.234694 0.457143
bmass22_becc33 -3.234694 0.471429
bmass22_becc34 -3.234694 0.485714
bmass22_becc35 -3.234694 0.500000
bmass22_becc36 -3.234694 0.514286
bmass22_becc37 -3.234694 0.528571
bmass22_becc38 -3.234694 0.542857
bmass22_becc39 -3.234694 0.557143
bmass22_becc40 -3.234694 0.571429
bmass22_becc41 -3.234694 0.585714
bmass22_becc42 -3.234694 0.600000
bmass22_becc43 -3.234694 0.614286
bmass22_becc44 -3.234694 0.628571
bmass22_becc45 -3.234694 0.642857
bmass22_becc46 -3.234694 0.657143
bmass22_becc47 -3.234694 0.671429
bmass22_becc48 -3.234694 0.685714
bmass22_becc49 -3.234694 0.700000
bmass23_becc00 -3.340816 0.000000
bmass23_becc01 -3.340816 0.014286
bmass23_becc02 -3.340816 0.028571
bmass23_becc03 -3.340816 0.042857
bmass23_becc04 -3.340816 0.057143
bmass23_becc05 -3.340816 0.071429
bmass23_becc06 -3.340816 0.085714
bmass23_becc07 -3.340816 0.100000
bmass23_becc08 -3.340816 0.114286
bmass23_becc09 -3.340816 0.128571
bmass23_becc10 -3.340816 0.142857
bmass23_becc11 -3.340816 0.157143
bmass23_becc12 -3.340816 0.171429
bmass23_becc13 -3.340816 0.185714
bmass23_becc14 -3.340816 0.200000
bmass23_becc15 -3.340816 0.214286
bmass23_becc16 -3.340816 0.228571
bmass23_becc17 -3.340816 0.242857
bmass23_becc18 -3.340816 0.257143
bmass23_becc19 -3.340816 0.271429
bmass23_becc20 -3.340816 0.285714
bmass23_becc21 -3.340816 0.300000
bmass23_becc22 -3.340816 0.314286
bmass23_becc23 -3.340816 0.328571
bmass23_becc24 -3.340816 0.342857
bmass23_becc25 -3.340816 0.357143
bmass23_becc26 -3.340816 0.371429
bmass23_becc27 -3.340816 0.385714
bmass23_becc28 -3.340816 0.400000
bmass23_becc29 -3.340816 0.414286
bmass23_becc30 -3.340816 0.428571
bmass23_becc31 -3.340816 0.442857
bmass23_becc32 -3.340816 0.457143
bmass23_becc33 -3.340816 0.471429
bmass23_becc34 -3.340816 0.485714
bmass23_becc35 -3.340816 0.500000
bmass23_becc36 -3.340816 0.514286
bmass23_becc37 -3.340816 0.528571
bmass23_becc38 -3.340816 0.542857
bmass23_becc39 -3.340816 0.557143
bmass23_becc40 -3.340816 0.571429
bmass23_becc41 -3.340816 0.585714
bmass23_becc42 -3.340816 0.600000
bmass23_becc43 -3.340816 0.614286
bmass23_becc44 -3.340816 0.628571
bmass23_becc45 -3.340816 0.642857
bmass23_becc46 -3.340816 0.657143
bmass23_becc47 -3.340816 0.671429
bmass23_becc48 -3.340816 0.685714
bmass23_becc49 -3.340816 0.700000
bmass24_becc00 -3.446939 0.000000
bmass24_becc01 -3.446939 0.014286
bmass24_becc02 -3.446939 0.028571
bmass24_becc03 -3.446939 0.042857
bmass24_becc04 -3.446939 0.057143
bmass24_becc05 -3.446939 0.071429
bmass24_becc06 -3.446939 0.085714
bmass24_becc07 -3.446939 0.100000
bmass24_becc08 -3.446939 0.114286
bmass24_becc09 -3.446939 0.128571
bmass24_becc10 -3.446939 0.142857
bmass24_becc11 -3.446939 0.157143
bmass24_becc12 -3.446939 0.171429
bmass24_becc13 -3.446939 0.185714
bmass24_becc14 -3.446939 0.200000
bmass24_becc15 -3.446939 0.214286
bmass24_becc16 -3.446939 0.228571
bmass24_becc17 -3.446939 0.242857
bmass24_becc18 -3.446939 0.257143
bmass24_becc19 -3.446939 0.271429
bmass24_becc20 -3.446939 0.285714
bmass24_becc21 -3.446939 0.300000
bmass24_becc22 -3.446939 0.314286
bmass24_becc23 -3.446939 0.328571
bmass24_becc24 -3.446939 0.342857
bmass24_becc25 -3.446939 0.357143
bmass24_becc26 -3.446939 0.371429
bmass24_becc27 -3.446939 0.385714
bmass24_becc28 -3.446939 0.400000
bmass24_becc29 -3.446939 0.414286
bmass24_becc30 -3.446939 0.428571
bmass24_becc31 -3.446939 0.442857
bmass24_becc32 -3.446939 0.457143
bmass24_becc33 -3.446939 0.471429
bmass24_becc34 -3.446939 0.485714
bmass24_becc35 -3.446939 0.500000
bmass24_becc36 -3.446939 0.514286
bmass24_becc37 -3.446939 0.528571
bmass24_becc38 -3.446939 0.542857
bmass24_becc39 -3.446939 0.557143
bmass24_becc40 -3.446939 0.571429
bmass24_becc41 -3.446939 0.585714
bmass24_becc42 -3.446939 0.600000
bmass24_becc43 -3.446939 0.614286
bmass24_becc44 -3.446939 0.628571
bmass24_becc45 -3.446939 0.642857
bmass24_becc46 -3.446939 0.657143
bmass24_becc47 -3.446939 0.671429
bmass24_becc48 -3.446939 0.685714
bmass24_becc49 -3.446939 0.700000
bmass25_becc00 -3.553061 0.000000
bmass25_becc01 -3.553061 0.014286
bmass25_becc02 -3.553061 0.028571
bmass25_becc03 -3.553061 0.042857
bmass25_becc04 -3.553061 0.057143
bmass25_becc05 -3.553061 0.071429
bmass25_becc06 -3.553061 0.085714
bmass25_becc07 -3.553061 0.100000
bmass25_becc08 -3.553061 0.114286
bmass25_becc09 -3.553061 0.128571
bmass25_becc10 -3.553061 0.142857
bmass25_becc11 -3.553061 0.157143
bmass25_becc12 -3.553061 0.171429
bmass25_becc13 -3.553061 0.185714
bmass25_becc14 -3.553061 0.200000
bmass25_becc15 -3.553061 0.214286
bmass25_becc16 -3.553061 0.228571
bmass25_becc17 -3.553061 0.242857
bmass25_becc18 -3.553061 0.257143
bmass25_becc19 -3.553061 0.271429
bmass25_becc20 -3.553061 0.285714
bmass25_becc21 -3.553061 0.300000
bmass25_becc22 -3.553061 0.314286
bmass25_becc23 -3.553061 0.328571
bmass25_becc24 -3.553061 0.342857
bmass25_becc25 -3.553061 0.357143
bmass25_becc26 -3.553061 0.371429
bmass25_becc27 -3.553061 0.385714
bmass25_becc28 -3.553061 0.400000
bmass25_becc29 -3.553061 0.414286
bmass25_becc30 -3.553061 0.428571
bmass25_becc31 -3.553061 0.442857
bmass25_becc32 -3.553061 0.457143
bmass25_becc33 -3.553061 0.471429
bmass25_becc34 -3.553061 0.485714
bmass25_becc35 -3.553061 0.500000
bmass25_becc36 -3.553061 0.514286
bmass25_becc37 -3.553061 0.528571
bmass25_becc38 -3.553061 0.542857
bmass25_becc39 -3.553061 0.557143
bmass25_becc40 -3.553061 0.571429
bmass25_becc41 -3.553061 0.585714
bmass25_becc42 -3.553061 0.600000
bmass25_becc43 -3.553061 0.614286
bmass25_becc44 -3.553061 0.628571
bmass25_becc45 -3.553061 0.642857
bmass25_becc46 -3.553061 0.657143
bmass25_becc47 -3.553061 0.671429
bmass25_becc48 -3.553061 0.685714
bmass25_becc49 -3.553061 0.700000
bmass26_becc00 -3.659184 0.000000
bmass26_becc01 -3.659184 0.014286
bmass26_becc02 -3.659184 0.028571
bmass26_becc03 -3.659184 0.042857
bmass26_becc04 -3.659184 0.057143
bmass26_becc05 -3.659184 0.071429
bmass26_becc06 -3.659184 0.085714
bmass26_becc07 -3.659184 0.100000
bmass26_becc08 -3.659184 0.114286
bmass26_becc09 -3.659184 0.128571
bmass26_becc10 -3.659184 0.142857
bmass26_becc11 -3.659184 0.157143
bmass26_becc12 -3.659184 0.171429
bmass26_becc13 -3.659184 0.185714
bmass26_becc14 -3.659184 0.200000
bmass26_becc15 -3.659184 0.214286
bmass26_becc16 -3.659184 0.228571
bmass26_becc17 -3.659184 0.242857
bmass26_becc18 -3.659184 0.257143
bmass26_becc19 -3.659184 0.271429
bmass26_becc20 -3.659184 0.285714
bmass26_becc21 -3.659184 0.300000
bmass26_becc22 -3.659184 0.314286
bmass26_becc23 -3.659184 0.328571
bmass26_becc24 -3.659184 0.342857
bmass26_becc25 -3.659184 0.357143
bmass26_becc26 -3.659184 0.371429
bmass26_becc27 -3.659184 0.385714
bmass26_becc28 -3.659184 0.400000
bmass26_becc29 -3.659184 0.414286
bmass26_becc30 -3.659184 0.428571
bmass26_becc31 -3.659184 0.442857
bmass26_becc32 -3.659184 0.457143
bmass26_becc33 -3.659184 0.471429
bmass26_becc34 -3.659184 0.485714
bmass26_becc35 -3.659184 0.500000
bmass26_becc36 -3.659184 0.514286
bmass26_becc37 -3.659184 0.528571
bmass26_becc38 -3.659184 0.542857
bmass26_becc39 -3.659184 0.557143
bmass26_becc40 -3.659184 0.571429
bmass26_becc41 -3.659184 0.585714
bmass26_becc42 -3.659184 0.600000
bmass26_becc43 -3.659184 0.614286
bmass26_becc44 -3.659184 0.628571
bmass26_becc45 -3.659184 0.642857
bmass26_becc46 -3.659184 0.657143
bmass26_becc47 -3.659184 0.671429
bmass26_becc48 -3.659184 0.685714
bmass26_becc49 -3.659184 0.700000
bmass27_becc00 -3.765306 0.000000
bmass27_becc01 -3.765306 0.014286
bmass27_becc02 -3.765306 0.028571
bmass27_becc03 -3.765306 0.042857
bmass27_becc04 -3.765306 0.057143
bmass27_becc05 -3.765306 0.071429
bmass27_becc06 -3.765306 0.085714
bmass27_becc07 -3.765306 0.100000
bmass27_becc08 -3.765306 0.114286
bmass27_becc09 -3.765306 0.128571
bmass27_becc10 -3.765306 0.142857
bmass27_becc11 -3.765306 0.157143
bmass27_becc12 -3.765306 0.171429
bmass27_becc13 -3.765306 0.185714
bmass27_becc14 -3.765306 0.200000
bmass27_becc15 -3.765306 0.214286
bmass27_becc16 -3.765306 0.228571
bmass27_becc17 -3.765306 0.242857
bmass27_becc18 -3.765306 0.257143
bmass27_becc19 -3.765306 0.271429
bmass27_becc20 -3.765306 0.285714
bmass27_becc21 -3.765306 0.300000
bmass27_becc22 -3.765306 0.314286
bmass27_becc23 -3.765306 0.328571
bmass27_becc24 -3.765306 0.342857
bmass27_becc25 -3.765306 0.357143
bmass27_becc26 -3.765306 0.371429
bmass27_becc27 -3.765306 0.385714
bmass27_becc28 -3.765306 0.400000
bmass27_becc29 -3.765306 0.414286
bmass27_becc30 -3.765306 0.428571
bmass27_becc31 -3.765306 0.442857
bmass27_becc32 -3.765306 0.457143
bmass27_becc33 -3.765306 0.471429
bmass27_becc34 -3.765306 0.485714
bmass27_becc35 -3.765306 0.500000
bmass27_becc36 -3.765306 0.514286
bmass27_becc37 -3.765306 0.528571
bmass27_becc38 -3.765306 0.542857
bmass27_becc39 -3.765306 0.557143
bmass27_becc40 -3.765306 0.571429
bmass27_becc41 -3.765306 0.585714
bmass27_becc42 -3.765306 0.600000
bmass27_becc43 -3.765306 0.614286
